NB_OBJ,NB_SYS,SYSTEM_NAME,OBJ_CAT,OBJ_NAME,RA,DEC,EPOCH,PARALLAX,PARALLAX_ERROR,PARALLAX_BIBCODE,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR,PM_BIBCODE,RV,RV_ERROR,RV_BIBCODE,SP_TYPE,SP_BIBCODE,SP_METHOD,G_CODE,G,G_ESTIMATE,GBP,GRP,U,B,V,R,I,J,H,K,SYSTEM_BIBCODE,EXOPLANET_COUNT,GAIA_DR2,GAIA_EDR3,SIMBAD_NAME,COMMON_NAME,GJ,HD,HIP,COMMENT
494,309,CFBDS J005910-011401,BD,CFBDS J005910-011401,14.793594375,-1.23348344444444,2000,103.2,2.1,2012ApJS..201...19D,884.704,1.099,44.0432,0.055,2012ApJS..201...19D,,,,T9,2011AJ....141..203A,NIR Spec,20,,24.83,,,,,,,,18.03,18.856,18.401,,,,,CFBDS J005910-011401,,,,,...
495,310,L 768-119,LM,L 768-119 A,235.5177770371,-19.4763666524388,2016,103.179781900672,0.31588787,2020yCat.1350....0G,-2009.74725418222,0.37900707,-1037.93300010339,0.2902776,2020yCat.1350....0G,84.92,4.62,2002ApJS..141..503N,M3,2014MNRAS.443.2561G,Opt Spec,3,10.685861,,12.111737,9.501714,14.559,13.46,11.855,10.738,9.305,7.92,7.421,7.168,2002ApJS..141..503N,,Gaia DR2 6254033894120917760,Gaia EDR3 6254033894121581952,L 768-119,,GJ 595,,HIP 76901,...
496,310,L 768-119,BD?,L 768-119 B,235.5177770371,-19.4763666524388,2016,103.179781900672,0.31588787,FROM:L768-119A,-2009.74725418222,0.37900707,-1037.93300010339,0.2902776,FROM:L768-119,,,,,,,,,,,,,,,,,,,,2002ApJS..141..503N,,,,L 768-119,,,,,Could be a brown dwarf from its mass estimate 2002ApJS..141..503N
497,311,AT Mic,LM,AT Mic A,310.464334034236,-32.4370367843815,2016,100.792106777422,0.072626956,2020yCat.1350....0G,246.928986788514,0.07607454,-417.194840956503,0.055365425,2020yCat.1350....0G,-3.7,3,2001A&A...379..976M,M4.5,2006AJ....132..866R....1J,NIR Spec,3,9.575837,,11.215967,8.18499,,12.67,10.36,10.67,7.4,,,,2002A&A...383..548G,,Gaia DR2 6792436799475128960,Gaia EDR3 6792436799475128960,AT Mic,,GJ 799 A,HD 196982 A,,Pre-main-sequence star in beta Pic association
498,311,AT Mic,LM,AT Mic B,310.464731215355,-32.4375149213282,2016,101.972390298601,0.07701546,2020yCat.1350....0G,296.907591398836,0.07762126,-301.429081128573,0.058760446,2020yCat.1350....0G,,,,M4,1995AJ....110.1838R,Opt Spec,3,9.605488,,11.243916,8.117472,,12.64,11.34,10.79,,,,,2002A&A...383..548G,,Gaia DR2 6792436799477051904,Gaia EDR3 6792436799477051904,AT Mic,,GJ 799 B,HD 196982 B,,Pre-main-sequence star in beta Pic association
499,311,AT Mic,LM,AU Mic,311.291182648104,-31.3425000799281,2016,102.943191317549,0.023112189,2020yCat.1350....0G,281.319034526262,0.021952942,-360.147718696354,0.019214228,2020yCat.1350....0G,-4.25,0.24,2019AJ....157..234S,M0.5,2006AJ....132..866R....1J,NIR Spec,3,7.8434396,,8.909956,6.7986317,,10.05,8.627,9.078,6.593,5.436,4.831,4.529,2009A&A...507..251C,1,Gaia DR2 6794047652729201024,Gaia EDR3 6794047652729201024,AU Mic,,GJ 803,HD 197481,HIP 102409,Pre-main-sequence star in beta Pic association. AU Mic c: candidate planet 2020arXiv201213238M
500,311,AT Mic,Planet,AU Mic b,311.291182648104,-31.3425000799281,2016,102.943191317549,0.023112189,FROM:AUMic,,,,,,,,,,,,,,,,,,,,,,,,,2020Natur.582..497P,,,,,,,,,...
501,312,G 268-110,LM,G 268-110,16.2302224691764,-18.1224489547938,2016,102.282746316613,0.035804268,2020yCat.1350....0G,1292.18786603233,0.043798823,488.10390783649,0.049272902,2020yCat.1350....0G,11.373,0.02,2020A&A...636A..36L,M5,2019A&A...625A..68S,Opt Spec,3,12.697248,,14.777573,11.35764,,16.34,14.47,14.81,10.97,9.387,8.753,8.453,,,Gaia DR2 2358022227591374336,Gaia EDR3 2358022227591374336,G 268-110,,GJ 1028,,,...
502,313,G 48-20,LM,G 48-20,142.683243464444,0.320223243717679,2016,100.90325241621,0.02646633,2020yCat.1350....0G,-569.01631261809,0.029118592,-549.386096601401,0.026069857,2020yCat.1350....0G,46.209,0.0072,2018A&A...616A...7S,M3.5e,2013AJ....145..102L,Opt Spec,3,10.501792,,11.966499,9.315035,14.533,13.298,11.71,10.583,9.127,7.697,7.182,6.871,,,Gaia DR2 3840711729206827520,Gaia EDR3 3840711729206827520,G 48-20,,GJ 1125,,HIP 46655,...
503,314,L 88-59,WD,L 88-59,25.7503039696302,-67.3129581576001,2016,102.907781437058,0.01108138,2020yCat.1350....0G,-329.264342191648,0.013088989,-1018.50905419815,0.012755524,2020yCat.1350....0G,,,,DA8.1,2011ApJ...743..138G,Opt Spec,3,13.696558,,13.942925,13.289191,,14.33,13.9,13.52,13.23,12.867,12.659,12.579,,,Gaia DR2 4698424845771339520,Gaia EDR3 4698424845771339520,L 88-59,,GJ 3112,,,...
504,315,WISE J223617.59+510551.9,BD,WISE J223617.59+510551.9,339.07252,51.097653,2000,102.8,1.9,2020AJ....159..257B,729.3,2.3,323.5,2.3,2021ApJS..253....7K,,,,T5.5,2013APJS..205....6M,NIR Spec,10,,21.32,,,,,,,,14.58,14.49,14.45,,,,,WISE J223617.59+510551.9,,,,,...
505,316,2MASS J20304235+0749358,BD,2MASS J20304235+0749358,307.679355423703,7.82610907459654,2016,102.796551903328,0.8009058,2020yCat.1350....0G,664.046534978841,0.9366552,-111.659474220547,0.90856683,2020yCat.1350....0G,,,,T1.5,2013ApJ...777...84B,NIR Spec,3,20.16071,,21.576904,18.355003,,,,,,14.227,13.44,13.319,,,Gaia DR2 1749030362195988096,Gaia EDR3 1749030362195988096,2MASS J20304235+0749358,,,,,...
506,317,G 119-36,LM,G 119-36 A,162.43628733719,35.5428695723002,2016,102.752128858273,0.40586728,2020yCat.1350....0G,-700.864332381506,0.55433613,-1048.66877760574,0.41802064,2020yCat.1350....0G,54,4,2014AJ....147...20N,M5,2014AJ....147...20N,NIR Spec,3,11.625256,,13.289557,10.323491,,,,12.702,,8.537,8.042,7.743,2004A&A...425..997B,,Gaia DR2 750586216906847104,Gaia EDR3 750586216906847104,G 119-36,,GJ 1138,,,...
507,317,G 119-36,LM?,G 119-36 B,162.43628733719,35.5428695723002,2016,102.752128858273,0.40586728,FROM:G119-36A,-700.864332381506,0.55433613,-1048.66877760574,0.41802064,FROM:G119-36,,,,,,,,,,,,,,,,,,,,2004A&A...425..997B,,,,G 119-36,,,,,Possible M dwarf
508,318,2MASS J02572581-3105523,BD,2MASS J02572581-3105523,44.3608847998962,-31.0962927455211,2016,102.699259654748,0.4758745,2020yCat.1350....0G,623.387511939233,0.2708357,346.377216005224,0.44932467,2020yCat.1350....0G,,,,L8.5,2014AJ....147...34S,NIR Spec,3,19.913662,,21.318203,18.244032,,,,,,14.672,13.52,12.88,,,Gaia DR2 5052876333365036928,Gaia EDR3 5052876333365036928,2MASS J02572581-3105523,,,,,...
509,319,WISE J111239.24-385700.7,BD,WISE J111239.24-385700.7,168.164941,-38.94906,2016.8,102.6,3.7,2021ApJS..253....7K,671.5,1.6,674,1.5,2021ApJS..253....7K,,,,T9,2018ApJS..236...28T,NIR Spec,20,,24.94,,,,,,,,,,,,,,,,,,,,...
510,320,LP 655-48,LM,LP 655-48,70.0984713315147,-5.50168854629526,2016,102.594237287214,0.06124402,2020yCat.1350....0G,334.529085516322,0.06435718,127.913727403599,0.055755787,2020yCat.1350....0G,29.9,0.2,2012ApJ...758...56S,M6e,2015AJ....149..106D,Opt Spec,3,14.904285,,18.04914,13.408868,,18.9,17.79,15.72,13.36,10.658,9.986,9.545,,,Gaia DR2 3200303384927512960,Gaia EDR3 3200303384927512960,LP 655-48,,,,,...
511,321,Ross 905,LM,GJ 436,175.550675470839,26.7029539535874,2016,102.301385467007,0.030192282,2020yCat.1350....0G,895.08752383054,0.025999313,-813.549839918783,0.024586193,2020yCat.1350....0G,9.609,0.0014,2018A&A...616A...7S,M2.5,2015A&A...577A.128A,Opt Spec,3,9.582008,,10.893038,8.443771,,12.06,10.613,10.272,8.24,6.9,6.319,6.073,,1,Gaia DR2 4017860992519744384,Gaia EDR3 4017860992519744384,Ross 905,,GJ 436,,HIP 57087,...
512,321,Ross 905,Planet,GJ 436 b,175.550675470839,26.7029539535874,2016,102.301385467007,0.030192282,FROM:GJ436,,,,,,,,,,,,,,,,,,,,,,,,,2006ApJ...646..505B,,,,,,,,,...
513,322,2MASSW J1515008+484742,BD,2MASSW J1515008+484742,228.747225645373,48.8013123316322,2016,101.964475802399,0.2567181,2020yCat.1350....0G,-938.043888510315,0.23640867,1464.62957779327,0.2831226,2020yCat.1350....0G,-177,198,2009yCat.2294....0A,L6,2019AJ....157..101M,NIR Spec,3,19.267273,,21.351543,17.604332,,,,,,14.111,13.099,12.5,,,,Gaia EDR3 1589250088362827776,2MASSW J1515008+484742,,,,,...
514,323,HD 151288,*,HD 151288,251.276247700789,33.510924834032,2016,101.561486498072,0.0150328865,2020yCat.1350....0G,-39.9385115144439,0.01510882,382.224115495703,0.016465059,2020yCat.1350....0G,-31.812,0.0425,2018A&A...616A...7S,K5,1995AJ....110.1838R,Opt Spec,3,7.4861526,,8.301352,6.6018677,,9.48,8.11,8.388,,5.48,4.878,4.712,,,Gaia DR2 1314438839310796800,Gaia EDR3 1314438839310796800,HD 151288,,GJ 638,HD 151288,HIP 82003,...
515,324,CFBDS J213926+022023,BD,CFBDS J213926+022023 A,324.86362902427,2.34017001759,2016,101.5,2,2013MNRAS.433.2054S,485.9,2,124.8,2.7,2013MNRAS.433.2054S,-23.3,1.1,2013AJ....145...71K,L8.5,2010ApJ...710.1142B,NIR Spec,3,21.155128,,22.358566,19.387196,,,,,,15.264,14.165,13.582,2010ApJ...710.1142B,,,Gaia EDR3 2694418806541411456,CFBDS J213926+022023,,,,,...
516,324,CFBDS J213926+022023,BD,CFBDS J213926+022023 B,324.86362902427,2.34017001759,2016,101.5,2,FROM:CFBDSJ213926+022023A,485.9,2,124.8,2.7,FROM:CFBDSJ213926+022023,,,,T3.5,2010ApJ...710.1142B,NIR Spec,10,,20.86,,,,,,,,15.124,,,2010ApJ...710.1142B,,,,CFBDS J213926+022023,,,,,...
517,325,BD+61 195,LM,BD+61 195,15.6689508206811,62.3454512228939,2016,101.423795295984,0.016878147,2020yCat.1350....0G,731.087994775853,0.013724243,90.5317355617559,0.016883908,2020yCat.1350....0G,-5.974,0.0128,2018A&A...616A...7S,M1.5,2015A&A...577A.128A,Opt Spec,3,8.671337,,9.792029,7.6165996,,11.439,,8.7,,6.23,5.582,5.371,2019A&A...624A.123P,1,Gaia DR2 522863309964987520,Gaia EDR3 522863309964987520,BD+61 195,Wolf 46,GJ 49,,HIP 4872,...
518,325,BD+61 195,Planet,BD+61 195 b,15.6689508206811,62.3454512228939,2016,101.423795295984,0.016878147,FROM:BD+61195,,,,,,,,,,,,,,,,,,,,,,,,,2019A&A...624A.123P,,,,,,,,,...
519,325,BD+61 195,LM,BD+61 195 B,15.839644585281,62.3658925924862,2016,101.37235858535,0.047951706,2020yCat.1350....0G,730.398009578876,0.03865989,85.9667043087498,0.045255948,2020yCat.1350....0G,-6.521,0.077,2020A&A...636A..36L,M5,2015A&A...577A.128A,Opt Spec,3,11.927245,,13.899523,10.594085,,15.34,13.21,12.4,,8.611,8.014,7.718,2019A&A...624A.123P,,Gaia DR2 522864272037653504,Gaia EDR3 522864272041351296,BD+61 195 B,V388 Cas,GJ 51,,,...
520,326,2MASS J07584037+3247245,BD,2MASS J07584037+3247245,119.666932,32.78851,2016.2,101.3,3.3,2021ApJS..253....7K,-227.4,1.1,-330.2,1,2021ApJS..253....7K,,,,T2.5,2010ApJ...710.1142B,NIR Spec,10,,20.62,,,,,,,,14.947,14.111,13.879,,,,,2MASS J07584037+3247245,,,,,No evidence for binarity in 2021ApJS..253....7K who thus consider it as single.
521,327,BD+66 34,LM,GJ 22 A,8.14303081725879,67.2343283605825,2016,101.086427299129,0.46074644,2020yCat.1350....0G,1748.31894578628,0.4223696,-347.589292794572,0.5342037,2020yCat.1350....0G,-4.02,1.42,2018yCat.1345....0G,M2,2002AJ....123.2002H,Opt Spec,3,9.566636,,10.725487,8.421021,,12.16,10.327,,,6.844,6.268,6.037,2003A&A...406..293W,,Gaia DR2 527956488339113472,Gaia EDR3 527956488340229632,GJ 22 A,V547 Cas,GJ 22 A,,,...
522,327,BD+66 34,LM,GJ 22 B,8.14284006814748,67.23327824206,2016,100.396602870012,0.037439648,2020yCat.1350....0G,1703.22563528357,0.034532227,-250.056238546162,0.042946342,2020yCat.1350....0G,,,,M3,2002AJ....123.2002H,Opt Spec,3,11.106811,,12.515979,9.896468,,14.2,12.19,11,,7.17,6.54,6.38,2003A&A...406..293W,,Gaia DR2 527956488339113600,Gaia EDR3 527956488339113600,GJ 22 B,,GJ 22 B,,,...
523,327,BD+66 34,LM,GJ 22 C,8.14303081725879,67.2343283605825,2016,101.086427299129,0.46074644,FROM:GJ22A,1748.31894578628,0.4223696,-347.589292794572,0.5342037,FROM:GJ22A,,,,M4,2020arXiv201200915D,Opt Spec,10,,11.1,,,,,,,,,,,2003A&A...406..293W,,,,GJ 22 C,,,,,...
524,328,12 Oph,*,12 Oph,249.091402300882,-2.32596128151612,2016,101.071888119096,0.050075587,2020yCat.1350....0G,456.058303194278,0.05464916,-309.22409729204,0.03954604,2020yCat.1350....0G,-12.812,0.0022,2018A&A...616A...7S,K1,2006AJ....132..161G,Opt Spec,3,5.5535517,,5.9706206,4.9560113,7,6.55,5.77,5.13,4.74,4.33,3.88,3.83,,,Gaia DR2 4358031335897026304,Gaia EDR3 4358031335898505472,12 Oph,,GJ 631,HD 149661,HIP 81300,...
525,329,UPM J0815-2344,LM?,UPM J0815-2344 A,123.797196612398,-23.7373937931909,2016,101.040815123164,0.02692017,2020yCat.1350....0G,111.983491712932,0.021350231,64.2988201348814,0.02273103,2020yCat.1350....0G,,,,,,,3,11.059386,,12.599783,9.824503,,13.65,12.3,11.99,,8.107,7.51,7.215,,,Gaia DR2 5699418131466175488,Gaia EDR3 5699418131466175488,UPM J0815-2344,,,,,Possible M dwarf
526,329,UPM J0815-2344,LM?,UPM J0815-2344 B,123.797196612398,-23.7373937931909,2016,101.040815123164,0.02692017,FROM:UPMJ0815-2344A,111.983491712932,0.021350231,64.2988201348814,0.02273103,FROM:UPMJ0815-2344A,,,,,,,,,,,,,,,,,,,,2018AJ....155..265H,,,,UPM J0815-2344,,,,,Possible M dwarf
527,330,G 203-42,LM,G 203-42,255.85040248888,51.4090641700839,2016,100.927365934363,0.021884069,2020yCat.1350....0G,124.410039874933,0.024767948,610.145151006468,0.027642518,2020yCat.1350....0G,37.455,0.0179,2018A&A...616A...7S,M5,2014AJ....147...21J,Opt Spec,3,11.981026,,13.847453,10.686746,,15.31,,13.301,,8.768,8.193,7.921,,,Gaia DR2 1412645602995521920,Gaia EDR3 1412645602995521920,G 203-42,,GJ 3988,,,...
528,331,HD 232979,LM,HD 232979,69.4227838713801,52.8915029723142,2016,100.916059931722,0.026600812,2020yCat.1350....0G,304.125465436326,0.02965237,-475.1460368893,0.023979941,2020yCat.1350....0G,34.03,0.003,2018A&A...616A...7S,M0,2003AJ....126.2048G,Opt Spec,3,7.9525313,,8.829921,7.031435,,10.006,8.648,8.75,,5.866,5.268,5.047,,,Gaia DR2 272855565762295680,Gaia EDR3 272855565763652480,HD 232979,,GJ 172,HD 232979,HIP 21553,...
529,332,G 160-28,LM,G 160-28,57.6825473764549,-6.10099103684745,2016,100.729881067249,0.040944874,2020yCat.1350....0G,-445.617556102898,0.038165238,-1371.19579294192,0.03476752,2020yCat.1350....0G,-9.05,0.1,2018A&A...614A..76J,M3.5,2015AJ....149..106D,Opt Spec,3,11.477213,,13.061828,10.247032,,14.48,12.843,12.498,,8.57,7.998,7.751,,,Gaia DR2 3243715604392800512,Gaia EDR3 3243715604392800512,G 160-28,,GJ 1065,,,...
530,333,G 184-19,LM,GJ 1230 A,280.293133688497,24.7877283627163,2016,100.685004266982,0.021461897,2020yCat.1350....0G,505.344316913589,0.017605638,87.0449045999264,0.020877514,2020yCat.1350....0G,-9,5,2014AJ....147...20N,M5e,2014MNRAS.443.2561G,Opt Spec,3,10.725493,,12.539735,9.44154,,14,,11.982,,7.528,6.912,6.616,1996AJ....111..365G,,Gaia DR2 4535928365908540416,Gaia EDR3 4535928365908540416,GJ 1230 A,,GJ 1230 A,,,...
531,333,G 184-19,LM,GJ 1230 B,280.293273632355,24.7890347186759,2016,100.555280066917,0.030998288,2020yCat.1350....0G,498.682947039807,0.026168307,57.1277249892358,0.029139686,2020yCat.1350....0G,-9,4,2014AJ....147...20N,M4.5e,2015AJ....149..106D,Opt Spec,3,12.936422,,15.119807,11.565019,,16.5,14.4,14.6,,8.86,8.03,7.774,1996AJ....111..365G,,Gaia DR2 4535928365908541440,Gaia EDR3 4535928365908541440,GJ 1230 B,,GJ 1230 B,,,11.712 arcsec delta_I=0.88 2017A&A...597A..47C
532,333,G 184-19,LM?,GJ 1230 C,280.293133688497,24.7877283627163,2016,100.685004266982,0.021461897,FROM:GJ1230A,505.344316913589,0.017605638,87.0449045999264,0.020877514,FROM:GJ1230A,,,,,,,,,,,,,,,,,,,,1996AJ....111..365G,,,,GJ 1230 C,,GJ 1230 C,,,Possible M dwarf. 4.828 arcsec delta_I=2.25  2017A&A...597A..47C
533,334,BD+16 2708,LM,BD+16 2708 A,223.62310860272,16.1005309647629,2016,100.524270494339,0.021006696,2020yCat.1350....0G,279.117449001282,0.022063494,-117.908180540538,0.021201778,2020yCat.1350....0G,-7.219,0.0022,2018A&A...616A...7S,M1,2015A&A...577A.128A,Opt Spec,3,9.123367,,10.31593,8.034248,12.86,11.686,10.15,9.116,7.872,6.633,5.99,5.77,1987BAAS...19.1128S,,Gaia DR2 1187851653287128576,Gaia EDR3 1187851653287128576,BD+16 2708 A,CE Boo,GJ 569 A,,HIP 72944,...
534,334,BD+16 2708,LM,BD+16 2708 Ba,223.62403583764,16.10156307676,2016,100.524270494339,0.021006696,FROM:BD+162708A,279.117449001282,0.022063494,-117.908180540538,0.021201778,FROM:BD+162708A,,,,M8.5,2001ApJ...560..390L,NIR Spec,3,15.324711,,17.272213,13.525373,,,,,,,,,1987BAAS...19.1128S,,,Gaia EDR3 1187851653286799488,BD+16 2708 B,,GJ 569 B,,HIP 72944,EDR3 1187851653286799488 4.9 arcsec rom GJ 569 A
535,334,BD+16 2708,BD,BD+16 2708 Bb,223.62403583764,16.10156307676,2016,100.524270494339,0.021006696,FROM:BD+162708A,279.117449001282,0.022063494,-117.908180540538,0.021201778,FROM:BD+162708A,,,,M9,2001ApJ...560..390L,NIR Spec,10,,15.43,,,,,,,,,,,2010ApJ...711.1087K,,,,BD+16 2708 B,,,,,Brown dwarf from its dynamical mass 2017ApJS..231...15D
536,335,L 403-31,LM,L 403-31,210.962481007554,-42.6993470278252,2016,100.602512187481,0.033572633,2020yCat.1350....0G,-379.283352939246,0.034210697,-290.510281309983,0.04124811,2020yCat.1350....0G,,,,M5e,2014MNRAS.443.2561G,Opt Spec,3,11.695198,,13.3671255,10.450823,,15.4,13.003,12.774,,8.721,8.168,7.89,,,Gaia DR2 6109610086872510592,Gaia EDR3 6109610086872510592,L 403-31,,,,,...
537,336,LP 98-79,LM,LP 98-79,217.650335793804,59.7242739296249,2016,100.310978672932,0.043694653,2020yCat.1350....0G,-808.201789751334,0.0580857,157.396682546083,0.0530238,2020yCat.1350....0G,-7,4,2014AJ....147...20N,M6.5,2009ApJ...704..975J,Opt Spec,3,14.843737,,18.148016,13.351052,,19.7,17.88,16.8,13.31,10.79,10.14,9.788,,,Gaia DR2 1618010323247026560,Gaia EDR3 1618010323247026560,LP 98-79,,GJ 3855,,,...
538,337,WISE J182831.08+265037.7,BD,WISE J182831.08+265037.7,277.131096,26.844069,2015.2,100.3,2,2021ApJS..253....7K,1016.5,0.8,169.3,0.8,2021ApJS..253....7K,,,,>= Y2,2012APJ...753..156K,NIR Spec,20,,24.99,,,,,,,,23.48,22.73,23.48,,,,,WISE J182831.08+265037.7,,,,,...
539,338,G 36-24,LM,G 36-24,38.4051366610943,24.9241318771158,2016,100.146544741862,0.042935688,2020yCat.1350....0G,48.3916978102886,0.043675553,-675.78970860611,0.045849912,2020yCat.1350....0G,-6.662,0.024,2020A&A...636A..36L,M3.5e,2015AJ....149..106D,Opt Spec,3,11.529306,,13.241863,10.273463,,14.66,,12.73,,8.472,7.913,7.627,,,Gaia DR2 102162639019033600,Gaia EDR3 102162639019033600,G 36-24,,GJ 102,,,...
540,339,HD 260655,LM,HD 260655,99.2914314648758,17.5663165177407,2016,100.023195474336,0.020844575,2020yCat.1350....0G,-764.414139547603,0.0223944,337.88323421402,0.017818578,2020yCat.1350....0G,-58.754,0.018,2020A&A...636A..36L,M0e,2013AJ....145..102L,Opt Spec,3,8.878268,,9.855305,7.9017057,12.303,11.104,9.593,8.661,7.718,6.674,6.031,5.862,,,,Gaia EDR3 3359074685047632640,HD 260655,,GJ 239,HD 260655,HIP 31635,...
1001,1001,CWISE J061741.79+194512.8,BD,CWISE J061741.79+194512.8 A,94.4241519,19.7535668,2015.5,133,,2021ApJS..253....7K,-103.8,,-59.8,,2021ApJS..253....8M,,,,L6.5?,2021ApJS..253....7K,NIR Phot,10,,18.56,,,,,,,,,,,2021ApJS..253....7K,,,,CWISE J061741.79+194512.8,,,,,The parallax is only an estimate
1002,1001,CWISE J061741.79+194512.8,BD,CWISE J061741.79+194512.8 B,94.4241519,19.7535668,2015.5,133,,2021ApJS..253....7K,-103.8,,-59.8,,2021ApJS..253....8M,,,,T8?,2021ApJS..253....7K,NIR Phot,20,,24.38,,,,,,,,,,,2021ApJS..253....7K,,,,CWISE J061741.79+194512.8,,,,,The parallax is only an estimate
1003,1002,ULAS J133553.45+113005.2,BD,ULAS J133553.45+113005.2,203.97255,11.501316,2000,99.9,1.6,2012ApJS..201...19D,-183.38,13.1,-214.17,10.92,2013MNRAS.433..457B,,,,T9,2010A&A...518A..39D,NIR Spec,20,,25,,,,,,,,17.897,18.158,18.482,,,,,ULAS J133553.45+113005.2,,,,,...
1004,1003,Ross 440,LM,Ross 440 A,142.834263593491,-13.48858167449,2016,99.88,3.6,2007A&A...474..653V,692.52,4.19,104.68,4.41,2007A&A...474..653V,9.2,1,2006AstL...32..759G,M3,1995AJ....110.1838R,Opt Spec,3,9.654471,,10.318212,7.866625,12.734,11.568,10.067,9,7.682,6.361,5.755,5.511,2015MNRAS.449.2618W,,Gaia DR2 5690031948585514496,Gaia EDR3 5690031948585514368,Ross 440,,GJ 352,,HIP 46706,...
1005,1003,Ross 440,LM,Ross 440 B,142.834406727832,-13.48858167449,2016,99.88,3.6,FROM:Ross440A,692.52,4.19,104.68,4.41,FROM:Ross440,,,,M4,1955AJ.....60..144T,Opt Phot,3,9.848671,,10.296455,7.8774266,,,,,,,,,2015MNRAS.449.2618W,,,Gaia EDR3 5690033426054600320,Ross 440,,,,,EDR3 5690033426054600320 is consistent with 2015MNRAS.449.2618W that give delta_Ks = 0.09 with a separation of 0.52 arcsec. Note of caution: the brightest has reddest bp_rp
1006,1004,WISE J033605.05-014350.4,BD,WISE J033605.05-014350.4,54.020761,-1.732628,2015.5,99.8,2.1,2021ApJS..253....7K,-251.5,0.9,-1216.1,0.9,2021ApJS..253....7K,,,,Y0,2018ApJ...867..109M,NIR Spec,20,,24.98,,,,,,,,19,18.25,,,,,,WISE J033605.05-014350.4,,,,,...
1007,1005,2MASS J13243559+6358284,BD,2MASS J13243559+6358284,201.144281,63.974174,2016.4,99.7,5.6,2021ApJS..253....7K,-364.4,2.2,-72.4,2.1,2021ApJS..253....7K,,,,T2pec,2007AJ....134.1162L,NIR Spec,10,,20.56,,,,,,,,15.596,14.576,14.058,,,,,,,,,,...
1008,1006,WISE J064723.23-623235.5,BD,WISE J064723.23-623235.5,101.846799,-62.542541,2016.7,99.5,1.7,2021ApJS..253....7K,2.2,0.6,393.9,0.6,2021ApJS..253....7K,,,,Y1,2013ApJ...776..128K,NIR Spec,20,,25.02,,,,,,,,,,,,,,,WISE J064723.23-623235.5,,,,,...
1009,1007,WISEPA J181210.85+272144.3,BD,WISEPA J181210.85+272144.3,273.0451,27.362316,2012.7,98.5,4.4,2019ApJS..240...19K,140.3,4.1,-322.2,7.8,2019ApJS..240...19K,,,,T8.5,2011APJS..197...19K,NIR Spec,20,,25.03,,,,,,,,18.58,17.77,17.3,,,,,,,,,,...
1010,1008,WISEU J050305.68-564834.0,BD,WISEU J050305.68-564834.0,75.776553,-56.808684,2016.9,98.3,3.9,2021ApJS..253....7K,759.2,9.3,288.2,10.1,2021ApJS..253....7K,,,,>Y1,2020ApJ...899..123M,NIR Phot,20,,25.46,,,,,,,,,,,,,,,WISEU J050305.68-564834.0,,,,,...
1011,1009,WISE J161441.46+173935.5,BD,WISE J161441.46+173935.5,243.673745,17.659099,2016.4,98.2,2.7,2021ApJS..253....7K,550.6,1,-477.1,1,2021ApJS..253....7K,,,,T9,2011ApJS..197...19K,NIR Spec,20,,25,,,,,,,,19.084,18.471,,,,,,WISE J161441.46+173935.5,,,,,...
1012,1010,WISEPA J075108.79-763449.6,BD,WISEPA J075108.79-763449.6,117.78645,-76.580638,2013.2,97.9,6.7,2019ApJS..240...19K,-104.8,2.8,-189.7,4.5,2019ApJS..240...19K,,,,T9,2011APJS..197...19K,NIR Spec,20,,25.05,,,,,,,,,19.68,,,,,,,,,,,...
1013,1011,G 100-28,LM,G 100-28 A,85.1075954089113,24.8005482870739,2016,97.6,2.8,2014ApJ...784..156D,107,8,-376,8,2012yCat.1322....0Z,21,5,2014AJ....147...20N,M7,2014AJ....147...20N,NIR Spec,3,13.329058,,15.196254,11.309821,,16.74,14.94,14.71,11.4,8.978,8.384,8.039,2014AcA....64..359T,,Gaia DR2 3428755925216353152,Gaia EDR3 3428755925216353280,G 100-28,,GJ 1083 A,,,...
1014,1011,G 100-28,LM,G 100-28 B,85.1075954089113,24.8005482870739,2016,97.6,2.8,FROM:G100-28A,107,8,-376,8,FROM:G100-28,,,,,,,,,,,,,,,,,,,,2014AcA....64..359T,,,,G 100-28,,GJ 1083 B,,,...
1015,1012,WISE J094305.98+360723.5,BD,WISE J094305.98+360723.5,145.776141,36.122541,2015.4,97.1,2.9,2021ApJS..253....7K,669.5,1.2,-501.2,1.4,2021ApJS..253....7K,,,,T9.5,2014AJ....147..113C,NIR Spec,20,,25.07,,,,,,,,,,,,,,,WISE J094305.98+360723.5,,,,,No evidence for binarity in 2021ApJS..253....7K who thus consider it as single.
1016,1013,2MASS J12373919+6526148,BD,2MASS J12373919+6526148,189.413318,65.437447,2000,96.07,4.78,2012ApJ...752...56F,-1002,8,-525,6,2009AJ....137....1F,,,,T7,2003AJ....126.2487B,NIR Spec,20,,25.09,,,,,,,,16.053,15.739,16.058,,,,,2MASS J12373919+6526148,,,,,Could be EDR3 1680478217385666944 but seems too bright for a T7
1017,1014,CWISEP J144606.62-231717.8,BD,CWISEP J144606.62-231717.8,221.526873,-23.288846,2017,95.6,13.9,2021ApJS..253....7K,-796.1,48.8,-913,24.3,2021ApJS..253....7K,,,,>Y1?,2021ApJS..253....7K,NIR Phot,20,,25.1,,,,,,,,,,,,,,,CWISEP J144606.62-231717.8,,,,,...
